locationId,providerId,name,registrationStatus,registrationDate,postalAddressLine1,postalAddressTownCity,postalAddressCounty,region,postalCode,mainPhoneNumber,localAuthority,numberOfBeds,currentRatings.overall.rating,currentRatings.overall.reportDate,regulatedActivities,gacServiceTypes
1-107292415,1-101703451,Welcome Home,Registered,2011-02-17,Cliff View Gardens,Sheerness,Kent,South East,ME12 4NH,01795510884,Kent,5.0,Good,2022-10-21,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Susan Pamela', 'personFamilyName': 'Holton', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-10729245621,1-116992858,Roper House,Registered,2021-06-30,St. Dunstans Street,Canterbury,,South East,CT2 8BZ,01227462155,Kent,24.0,Good,2023-02-10,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Catherine', 'personFamilyName': 'Page', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-107300355,1-101625395,Alandale Residential Home,Registered,2010-11-09,9 The Drove,Dover,Kent,South East,CT16 3JB,01304824904,Kent,35.0,Requires improvement,2023-02-09,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Clare Louise', 'personFamilyName': 'Pay', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-107340678,1-101614679,Glendale Lodge,Registered,2011-01-04,Glen Road,Deal,Kent,South East,CT14 8BS,01304363449,Kent,32.0,Good,2019-02-14,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Jessica Louise', 'personFamilyName': 'Payne', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-1074985387,1-1024772695,Beach House,Registered,2013-12-06,1 Beach Avenue,Birchington,Kent,South East,CT7 9JS,01843845922,Kent,9.0,Good,2018-07-03,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Simon', 'personFamilyName': 'Rowe', 'personRoles': ['Registered Manager']}]}, {'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Simon', 'personFamilyName': 'Rowe', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}, {'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-10752924121,1-116992858,Westcliffe Villa,Registered,2021-06-30,37a Sea Road,Westgate-on-Sea,Kent,South East,CT8 8QW,01843835669,Kent,14.0,Requires improvement,2024-01-18,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Emma Louise', 'personFamilyName': 'Wile', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-10757577665,1-9929887255,Zander Mackenzie Care U.K. Limited,Registered,2021-05-03,"Ground Floor, Christopher House",Dartford,,South East,DA2 6EF,,Kent,0.0,Good,2023-10-26,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': []}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-10765057215,1-9330964757,Ocean Heights Residential Home,Registered,2021-04-23,Seaside Avenue,Sheerness,,South East,ME12 2NJ,,Kent,50.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Karen Ann', 'personFamilyName': 'Cook', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-10771325054,1-152995896,Sheerness Dental Clinic,Registered,2021-06-15,19 Broadway,Sheerness,Kent,South East,ME12 1AB,,Kent,0.0,Inspected but not rated,2022-07-08,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Ashkan', 'personFamilyName': 'Pitchforth', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Ashkan', 'personFamilyName': 'Pitchforth', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Ashkan', 'personFamilyName': 'Pitchforth', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-10807636642,1-10247148105,Melior Clinics Sevenoaks,Registered,2023-08-08,47 Dartford Road,Sevenoaks,,South East,TN13 3TE,03300241300,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Timothy', 'personFamilyName': 'Beazleigh', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-10807969214,1-10484217487,Dartford Dental and Implant Centre,Registered,2021-05-19,24 Market Street,Dartford,,South East,DA1 1EZ,01322941111,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-10807969583,1-10484217487,Sevenoaks Dental and Implant Centre,Registered,2021-10-08,128 High Street,Sevenoaks,,South East,TN13 1XA,01732600111,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-10818766565,1-10273079585,7Oaks Clinic,Registered,2021-05-26,55 High Street,Sevenoaks,,South East,TN13 1JF,01732902727,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Melanie', 'personFamilyName': 'Moynes', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Melanie', 'personFamilyName': 'Moynes', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Melanie', 'personFamilyName': 'Moynes', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-10841906240,1-10678452104,Head First,Registered,2021-06-29,Grove Mills,Cranbrook,,South East,TN18 4AS,01580752275,Kent,0.0,Good,2020-01-09,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Stephanie Jill', 'personFamilyName': 'Seymour', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Stephanie Jill', 'personFamilyName': 'Seymour', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-10852710877,1-2624794115,The Meads Medical Practice,Registered,2021-05-18,29 Quartz Way,Sittingbourne,,South East,ME10 5AA,01795477266,Kent,0.0,Not rated,,"[{'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Fareed Masood', 'personFamilyName': 'Malik', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Diagnosis/screening', 'description': 'Diagnostic and/or screening service'}]"
1-10852835212,1-10730180049,Mayden Dental Practice,Registered,2021-07-02,George Lane,New Romney,Kent,South East,TN28 8BS,01797364330,Kent,0.0,Inspected but not rated,2016-02-04,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-108620354,1-101616164,Larchmere House Nursing Home,Registered,2010-12-07,Biddenden Road,Cranbrook,Kent,South East,TN17 2EN,01580852335,Kent,33.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': []}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}]","[{'name': 'Nursing homes', 'description': 'Care home service with nursing'}]"
1-108764096,1-101614760,St Peters Row Delarue Close,Registered,2010-11-25,1-3 St Peters Row Delarue Close,Tonbridge,Kent,South East,TN11 9NN,01732771593,Kent,15.0,Good,2020-04-08,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Graham', 'personFamilyName': 'Funnell', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-10878381142,1-5029951391,Southview Dental Care,Registered,2021-10-14,Station Road,Edenbridge,Kent,South East,TN8 5NB,01732865021,Kent,0.0,Inspected but not rated,2020-01-29,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Kayleigh May', 'personFamilyName': 'Hanmer', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Kayleigh May', 'personFamilyName': 'Hanmer', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Kayleigh May', 'personFamilyName': 'Hanmer', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-10881554829,1-118166337,Cleveland House,Registered,2021-05-12,20a,Broadstairs,,South East,CT10 1QB,01843866509,Kent,6.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Gabrielle Elizabeth', 'personFamilyName': 'Lancaster', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-10882280704,1-6442585671,West Kent Primary Care Clinical Services,Registered,2021-05-18,Hospice in the Weald,Tunbridge Wells,,South East,TN2 4TA,01892481821,Kent,0.0,Good,2022-05-30,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Claire', 'personFamilyName': 'Ratnayake', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Claire', 'personFamilyName': 'Ratnayake', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-10882613597,1-118166337,Endurance Kent- Broadstairs,Registered,2021-05-12,20 Granville Road,Broadstairs,,South East,CT10 1QB,01843866509,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Gabrielle Elizabeth', 'personFamilyName': 'Lancaster', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Supported living', 'description': 'Supported living service'}]"
1-109736697,1-101666250,Rosecroft,Registered,2011-01-19,71 Meehan Road,New Romney,Kent,South East,TN28 8NZ,01797361601,Kent,5.0,Good,2023-03-18,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': []}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-109741973,1-101666250,Littlecroft,Registered,2011-01-19,132 Dunes Road,New Romney,,South East,TN28 8SP,01797367549,Kent,5.0,Good,2018-04-04,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': []}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-10976596891,1-10490097195,Pilgrims Way Surgery,Registered,2021-06-23,Dartford East Health Centre,Dartford,,South East,DA1 1QY,01322279881,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Chirag', 'personFamilyName': 'Patel', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Chirag', 'personFamilyName': 'Patel', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Chirag', 'personFamilyName': 'Patel', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Chirag', 'personFamilyName': 'Patel', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Chirag', 'personFamilyName': 'Patel', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-10984191735,1-2186667355,Longfield Integrated Care Centre,Registered,2021-07-19,"Tuppence House, Brickfield Farm",Longfield,,South East,DA3 7PJ,01474705237,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Senthirkumar', 'personFamilyName': 'Ramanathan', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Senthirkumar', 'personFamilyName': 'Ramanathan', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Senthirkumar', 'personFamilyName': 'Ramanathan', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-110230186,1-101703100,L and S Care Homes Limited - 3 York Terrace,Registered,2010-12-13,3 York Terrace,Birchington,Kent,South East,CT7 9AZ,01843843486,Kent,3.0,Good,2019-12-10,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Sarah', 'personFamilyName': 'Ducane', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-110283265,1-101619238,Bluebells Care Home,Registered,2011-01-10,3 Joy Lane,Whitstable,Kent,South East,CT5 4LS,01227261340,Kent,30.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Joanne', 'personFamilyName': 'Smith', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-11045205082,1-158804030,ACES Dartford Hospital,Registered,2021-07-23,"Ground Floor, North Wing, Riverbridge House,",Dartford,,South East,DA2 6QH,03331882937,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Aaron Peter', 'personFamilyName': 'Moffat', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Aaron Peter', 'personFamilyName': 'Moffat', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Aaron Peter', 'personFamilyName': 'Moffat', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Clinic', 'description': 'Acute services without overnight beds / listed acute services with or without overnight beds'}]"
1-11081142528,1-8289792248,Hey Baby 4D Dartford,Registered,2021-07-14,2 The Orchards,Dartford,,South East,DA1 1DN,,Kent,0.0,Not rated,,"[{'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'David Anthony', 'personFamilyName': 'Ashby', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mr', 'personGivenName': 'Orhan', 'personFamilyName': 'Ozen', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Diagnosis/screening', 'description': 'Diagnostic and/or screening service'}]"
